,BATTING,Unnamed: 1,R,B,M,4s,6s,SR,Unnamed: 8,Unnamed: 9
13,,,,,,,,,,
14,Marco Jansen,c †Billings b Russell,1,2,-,0,0,50.00,,
15,,,,,,,,,,
16,Bhuvneshwar Kumar,not out,6,7,-,1,0,85.71,,
17,Umran Malik,not out,3,5,-,0,0,60.00,,
18,Extras,(w 3),3,,,,,,,
19,TOTAL,20 Ov (RR: 6.15),123/8,,,,,,,
20,Did not bat: T Natarajan,Did not bat: T Natarajan,Did not bat: T Natarajan,Did not bat: T Natarajan,Did not bat: T Natarajan,Did not bat: T Natarajan,Did not bat: T Natarajan,Did not bat: T Natarajan,,
21,"Fall of wickets: 1-30 (Kane Williamson, 5.2 ov), 2-54 (Rahul Tripathi, 8.2 ov), 3-72 (Abhishek Sharma, 11.5 ov), 4-76 (Nicholas Pooran, 12.3 ov), 5-99 (Aiden Markram, 14.4 ov), 6-107 (Washington Sundar, 17.1 ov), 7-113 (Marco Jansen, 17.5 ov), 8-113 (Shashank Singh, 18.1 ov)","Fall of wickets: 1-30 (Kane Williamson, 5.2 ov), 2-54 (Rahul Tripathi, 8.2 ov), 3-72 (Abhishek Sharma, 11.5 ov), 4-76 (Nicholas Pooran, 12.3 ov), 5-99 (Aiden Markram, 14.4 ov), 6-107 (Washington Sundar, 17.1 ov), 7-113 (Marco Jansen, 17.5 ov), 8-113 (Shashank Singh, 18.1 ov)","Fall of wickets: 1-30 (Kane Williamson, 5.2 ov), 2-54 (Rahul Tripathi, 8.2 ov), 3-72 (Abhishek Sharma, 11.5 ov), 4-76 (Nicholas Pooran, 12.3 ov), 5-99 (Aiden Markram, 14.4 ov), 6-107 (Washington Sundar, 17.1 ov), 7-113 (Marco Jansen, 17.5 ov), 8-113 (Shashank Singh, 18.1 ov)","Fall of wickets: 1-30 (Kane Williamson, 5.2 ov), 2-54 (Rahul Tripathi, 8.2 ov), 3-72 (Abhishek Sharma, 11.5 ov), 4-76 (Nicholas Pooran, 12.3 ov), 5-99 (Aiden Markram, 14.4 ov), 6-107 (Washington Sundar, 17.1 ov), 7-113 (Marco Jansen, 17.5 ov), 8-113 (Shashank Singh, 18.1 ov)","Fall of wickets: 1-30 (Kane Williamson, 5.2 ov), 2-54 (Rahul Tripathi, 8.2 ov), 3-72 (Abhishek Sharma, 11.5 ov), 4-76 (Nicholas Pooran, 12.3 ov), 5-99 (Aiden Markram, 14.4 ov), 6-107 (Washington Sundar, 17.1 ov), 7-113 (Marco Jansen, 17.5 ov), 8-113 (Shashank Singh, 18.1 ov)","Fall of wickets: 1-30 (Kane Williamson, 5.2 ov), 2-54 (Rahul Tripathi, 8.2 ov), 3-72 (Abhishek Sharma, 11.5 ov), 4-76 (Nicholas Pooran, 12.3 ov), 5-99 (Aiden Markram, 14.4 ov), 6-107 (Washington Sundar, 17.1 ov), 7-113 (Marco Jansen, 17.5 ov), 8-113 (Shashank Singh, 18.1 ov)","Fall of wickets: 1-30 (Kane Williamson, 5.2 ov), 2-54 (Rahul Tripathi, 8.2 ov), 3-72 (Abhishek Sharma, 11.5 ov), 4-76 (Nicholas Pooran, 12.3 ov), 5-99 (Aiden Markram, 14.4 ov), 6-107 (Washington Sundar, 17.1 ov), 7-113 (Marco Jansen, 17.5 ov), 8-113 (Shashank Singh, 18.1 ov)","Fall of wickets: 1-30 (Kane Williamson, 5.2 ov), 2-54 (Rahul Tripathi, 8.2 ov), 3-72 (Abhishek Sharma, 11.5 ov), 4-76 (Nicholas Pooran, 12.3 ov), 5-99 (Aiden Markram, 14.4 ov), 6-107 (Washington Sundar, 17.1 ov), 7-113 (Marco Jansen, 17.5 ov), 8-113 (Shashank Singh, 18.1 ov)",,
0,Ruturaj Gaikwad,c Wade b Rashid Khan,53,49,83,4,1,108.16,,
1,,,,,,,,,,
2,Devon Conway,c †Saha b Mohammed Shami,5,9,14,0,0,55.55,,
3,,,,,,,,,,
4,Moeen Ali,c Rashid Khan b Sai Kishore,21,17,36,0,2,123.52,,
5,,,,,,,,,,
6,Narayan Jagadeesan,not out,39,33,60,3,1,118.18,,
7,Shivam Dube,c †Saha b Joseph,0,2,4,0,0,0.00,,
8,,,,,,,,,,
9,MS Dhoni (c)†,c Yash Dayal b Mohammed Shami,7,10,18,0,0,70.00,,
10,,,,,,,,,,
11,Mitchell Santner,not out,1,1,3,0,0,100.00,,
12,Extras,"(lb 2, nb 1, w 4)",7,,,,,,,
13,TOTAL,20 Ov (RR: 6.65),133/5,,,,,,,
14,"Did not bat: Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Did not bat: Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Did not bat: Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Did not bat: Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Did not bat: Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Did not bat: Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Did not bat: Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Did not bat: Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Did not bat: Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary",
15,"Fall of wickets: 1-8 (Devon Conway, 2.1 ov), 2-65 (Moeen Ali, 8.4 ov), 3-113 (Ruturaj Gaikwad, 15.6 ov), 4-114 (Shivam Dube, 16.3 ov), 5-130 (MS Dhoni, 19.3 ov)","Fall of wickets: 1-8 (Devon Conway, 2.1 ov), 2-65 (Moeen Ali, 8.4 ov), 3-113 (Ruturaj Gaikwad, 15.6 ov), 4-114 (Shivam Dube, 16.3 ov), 5-130 (MS Dhoni, 19.3 ov)","Fall of wickets: 1-8 (Devon Conway, 2.1 ov), 2-65 (Moeen Ali, 8.4 ov), 3-113 (Ruturaj Gaikwad, 15.6 ov), 4-114 (Shivam Dube, 16.3 ov), 5-130 (MS Dhoni, 19.3 ov)","Fall of wickets: 1-8 (Devon Conway, 2.1 ov), 2-65 (Moeen Ali, 8.4 ov), 3-113 (Ruturaj Gaikwad, 15.6 ov), 4-114 (Shivam Dube, 16.3 ov), 5-130 (MS Dhoni, 19.3 ov)","Fall of wickets: 1-8 (Devon Conway, 2.1 ov), 2-65 (Moeen Ali, 8.4 ov), 3-113 (Ruturaj Gaikwad, 15.6 ov), 4-114 (Shivam Dube, 16.3 ov), 5-130 (MS Dhoni, 19.3 ov)","Fall of wickets: 1-8 (Devon Conway, 2.1 ov), 2-65 (Moeen Ali, 8.4 ov), 3-113 (Ruturaj Gaikwad, 15.6 ov), 4-114 (Shivam Dube, 16.3 ov), 5-130 (MS Dhoni, 19.3 ov)","Fall of wickets: 1-8 (Devon Conway, 2.1 ov), 2-65 (Moeen Ali, 8.4 ov), 3-113 (Ruturaj Gaikwad, 15.6 ov), 4-114 (Shivam Dube, 16.3 ov), 5-130 (MS Dhoni, 19.3 ov)","Fall of wickets: 1-8 (Devon Conway, 2.1 ov), 2-65 (Moeen Ali, 8.4 ov), 3-113 (Ruturaj Gaikwad, 15.6 ov), 4-114 (Shivam Dube, 16.3 ov), 5-130 (MS Dhoni, 19.3 ov)","Fall of wickets: 1-8 (Devon Conway, 2.1 ov), 2-65 (Moeen Ali, 8.4 ov), 3-113 (Ruturaj Gaikwad, 15.6 ov), 4-114 (Shivam Dube, 16.3 ov), 5-130 (MS Dhoni, 19.3 ov)",
0,Wriddhiman Saha †,not out,67,57,86,8,1,117.54,,
1,Shubman Gill,lbw b Pathirana,18,17,33,3,0,105.88,,
2,,,,,,,,,,
3,Matthew Wade,c Dube b Ali,20,15,19,2,0,133.33,,
4,,,,,,,,,,
5,Hardik Pandya (c),c Dube b Pathirana,7,6,9,1,0,116.66,,
6,,,,,,,,,,
7,David Miller,not out,15,20,27,1,0,75.00,,
8,Extras,"(b 4, lb 2, w 4)",10,,,,,,,
9,TOTAL,19.1 Ov (RR: 7.14),137/3,,,,,,,
10,"Did not bat: Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami","Did not bat: Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami","Did not bat: Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami","Did not bat: Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami","Did not bat: Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami","Did not bat: Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami","Did not bat: Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami","Did not bat: Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami","Did not bat: Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",
11,"Fall of wickets: 1-59 (Shubman Gill, 7.1 ov), 2-90 (Matthew Wade, 11.2 ov), 3-100 (Hardik Pandya, 13.1 ov)","Fall of wickets: 1-59 (Shubman Gill, 7.1 ov), 2-90 (Matthew Wade, 11.2 ov), 3-100 (Hardik Pandya, 13.1 ov)","Fall of wickets: 1-59 (Shubman Gill, 7.1 ov), 2-90 (Matthew Wade, 11.2 ov), 3-100 (Hardik Pandya, 13.1 ov)","Fall of wickets: 1-59 (Shubman Gill, 7.1 ov), 2-90 (Matthew Wade, 11.2 ov), 3-100 (Hardik Pandya, 13.1 ov)","Fall of wickets: 1-59 (Shubman Gill, 7.1 ov), 2-90 (Matthew Wade, 11.2 ov), 3-100 (Hardik Pandya, 13.1 ov)","Fall of wickets: 1-59 (Shubman Gill, 7.1 ov), 2-90 (Matthew Wade, 11.2 ov), 3-100 (Hardik Pandya, 13.1 ov)","Fall of wickets: 1-59 (Shubman Gill, 7.1 ov), 2-90 (Matthew Wade, 11.2 ov), 3-100 (Hardik Pandya, 13.1 ov)","Fall of wickets: 1-59 (Shubman Gill, 7.1 ov), 2-90 (Matthew Wade, 11.2 ov), 3-100 (Hardik Pandya, 13.1 ov)","Fall of wickets: 1-59 (Shubman Gill, 7.1 ov), 2-90 (Matthew Wade, 11.2 ov), 3-100 (Hardik Pandya, 13.1 ov)",
0,Yashasvi Jaiswal,c & b Badoni,41,29,61,6,1,141.37,,
1,,,,,,,,,,
2,Jos Buttler,b Avesh Khan,2,6,12,0,0,33.33,,
3,,,,,,,,,,
4,Sanju Samson (c)†,c Hooda b Holder,32,24,37,6,0,133.33,,
5,,,,,,,,,,
6,Devdutt Padikkal,c Pandya b Ravi Bishnoi,39,18,24,5,2,216.66,,
7,,,,,,,,,,
8,Riyan Parag,c Stoinis b Ravi Bishnoi,19,16,27,0,1,118.75,,
9,,,,,,,,,,
10,James Neesham,run out (Rahul/Ravi Bishnoi),14,12,23,2,0,116.66,,
11,,,,,,,,,,
12,Ravichandran Ashwin,not out,10,7,16,1,0,142.85,,
13,Trent Boult,not out,17,9,11,2,0,188.88,,
14,Extras,"(lb 1, nb 1, w 2)",4,,,,,,,
15,TOTAL,20 Ov (RR: 8.90),178/6,,,,,,,
16,"Did not bat: Prasidh Krishna, Yuzvendra Chahal, Obed McCoy","Did not bat: Prasidh Krishna, Yuzvendra Chahal, Obed McCoy","Did not bat: Prasidh Krishna, Yuzvendra Chahal, Obed McCoy","Did not bat: Prasidh Krishna, Yuzvendra Chahal, Obed McCoy","Did not bat: Prasidh Krishna, Yuzvendra Chahal, Obed McCoy","Did not bat: Prasidh Krishna, Yuzvendra Chahal, Obed McCoy","Did not bat: Prasidh Krishna, Yuzvendra Chahal, Obed McCoy","Did not bat: Prasidh Krishna, Yuzvendra Chahal, Obed McCoy","Did not bat: Prasidh Krishna, Yuzvendra Chahal, Obed McCoy",
17,"Fall of wickets: 1-11 (Jos Buttler, 2.2 ov), 2-75 (Sanju Samson, 8.5 ov), 3-101 (Yashasvi Jaiswal, 11.2 ov), 4-122 (Devdutt Padikkal, 13.4 ov), 5-149 (Riyan Parag, 17.1 ov), 6-152 (James Neesham, 17.4 ov)","Fall of wickets: 1-11 (Jos Buttler, 2.2 ov), 2-75 (Sanju Samson, 8.5 ov), 3-101 (Yashasvi Jaiswal, 11.2 ov), 4-122 (Devdutt Padikkal, 13.4 ov), 5-149 (Riyan Parag, 17.1 ov), 6-152 (James Neesham, 17.4 ov)","Fall of wickets: 1-11 (Jos Buttler, 2.2 ov), 2-75 (Sanju Samson, 8.5 ov), 3-101 (Yashasvi Jaiswal, 11.2 ov), 4-122 (Devdutt Padikkal, 13.4 ov), 5-149 (Riyan Parag, 17.1 ov), 6-152 (James Neesham, 17.4 ov)","Fall of wickets: 1-11 (Jos Buttler, 2.2 ov), 2-75 (Sanju Samson, 8.5 ov), 3-101 (Yashasvi Jaiswal, 11.2 ov), 4-122 (Devdutt Padikkal, 13.4 ov), 5-149 (Riyan Parag, 17.1 ov), 6-152 (James Neesham, 17.4 ov)","Fall of wickets: 1-11 (Jos Buttler, 2.2 ov), 2-75 (Sanju Samson, 8.5 ov), 3-101 (Yashasvi Jaiswal, 11.2 ov), 4-122 (Devdutt Padikkal, 13.4 ov), 5-149 (Riyan Parag, 17.1 ov), 6-152 (James Neesham, 17.4 ov)","Fall of wickets: 1-11 (Jos Buttler, 2.2 ov), 2-75 (Sanju Samson, 8.5 ov), 3-101 (Yashasvi Jaiswal, 11.2 ov), 4-122 (Devdutt Padikkal, 13.4 ov), 5-149 (Riyan Parag, 17.1 ov), 6-152 (James Neesham, 17.4 ov)","Fall of wickets: 1-11 (Jos Buttler, 2.2 ov), 2-75 (Sanju Samson, 8.5 ov), 3-101 (Yashasvi Jaiswal, 11.2 ov), 4-122 (Devdutt Padikkal, 13.4 ov), 5-149 (Riyan Parag, 17.1 ov), 6-152 (James Neesham, 17.4 ov)","Fall of wickets: 1-11 (Jos Buttler, 2.2 ov), 2-75 (Sanju Samson, 8.5 ov), 3-101 (Yashasvi Jaiswal, 11.2 ov), 4-122 (Devdutt Padikkal, 13.4 ov), 5-149 (Riyan Parag, 17.1 ov), 6-152 (James Neesham, 17.4 ov)","Fall of wickets: 1-11 (Jos Buttler, 2.2 ov), 2-75 (Sanju Samson, 8.5 ov), 3-101 (Yashasvi Jaiswal, 11.2 ov), 4-122 (Devdutt Padikkal, 13.4 ov), 5-149 (Riyan Parag, 17.1 ov), 6-152 (James Neesham, 17.4 ov)",
0,Quinton de Kock †,c Neesham b Boult,7,8,14,1,0,87.50,,
1,,,,,,,,,,
2,KL Rahul (c),c Jaiswal b Prasidh Krishna,10,19,32,0,1,52.63,,
3,,,,,,,,,,
4,Ayush Badoni,lbw b Boult,0,1,3,0,0,0.00,,
5,,,,,,,,,,
6,Deepak Hooda,st †Samson b Chahal,59,39,69,5,2,151.28,,
7,,,,,,,,,,
8,Krunal Pandya,c Parag b Ashwin,25,23,37,1,1,108.69,,
9,,,,,,,,,,
10,Marcus Stoinis,c Parag b Prasidh Krishna,27,17,42,1,2,158.82,,
11,,,,,,,,,,
12,Jason Holder,c †Samson b McCoy,1,2,5,0,0,50.00,,
13,,,,,,,,,,
14,Dushmantha Chameera,b McCoy,0,2,3,0,0,0.00,,
15,,,,,,,,,,
16,Mohsin Khan,not out,9,7,20,1,0,128.57,,
17,Avesh Khan,not out,1,2,4,0,0,50.00,,
18,Extras,"(lb 3, w 12)",15,,,,,,,
19,TOTAL,20 Ov (RR: 7.70),154/8,,,,,,,
20,Did not bat: Ravi Bishnoi,Did not bat: Ravi Bishnoi,Did not bat: Ravi Bishnoi,Did not bat: Ravi Bishnoi,Did not bat: Ravi Bishnoi,Did not bat: Ravi Bishnoi,Did not bat: Ravi Bishnoi,Did not bat: Ravi Bishnoi,Did not bat: Ravi Bishnoi,
21,"Fall of wickets: 1-15 (Quinton de Kock, 2.1 ov), 2-15 (Ayush Badoni, 2.2 ov), 3-29 (KL Rahul, 5.3 ov), 4-94 (Krunal Pandya, 13.1 ov), 5-116 (Deepak Hooda, 15.6 ov), 6-120 (Jason Holder, 16.4 ov), 7-120 (Dushmantha Chameera, 16.6 ov), 8-151 (Marcus Stoinis, 19.2 ov)","Fall of wickets: 1-15 (Quinton de Kock, 2.1 ov), 2-15 (Ayush Badoni, 2.2 ov), 3-29 (KL Rahul, 5.3 ov), 4-94 (Krunal Pandya, 13.1 ov), 5-116 (Deepak Hooda, 15.6 ov), 6-120 (Jason Holder, 16.4 ov), 7-120 (Dushmantha Chameera, 16.6 ov), 8-151 (Marcus Stoinis, 19.2 ov)","Fall of wickets: 1-15 (Quinton de Kock, 2.1 ov), 2-15 (Ayush Badoni, 2.2 ov), 3-29 (KL Rahul, 5.3 ov), 4-94 (Krunal Pandya, 13.1 ov), 5-116 (Deepak Hooda, 15.6 ov), 6-120 (Jason Holder, 16.4 ov), 7-120 (Dushmantha Chameera, 16.6 ov), 8-151 (Marcus Stoinis, 19.2 ov)","Fall of wickets: 1-15 (Quinton de Kock, 2.1 ov), 2-15 (Ayush Badoni, 2.2 ov), 3-29 (KL Rahul, 5.3 ov), 4-94 (Krunal Pandya, 13.1 ov), 5-116 (Deepak Hooda, 15.6 ov), 6-120 (Jason Holder, 16.4 ov), 7-120 (Dushmantha Chameera, 16.6 ov), 8-151 (Marcus Stoinis, 19.2 ov)","Fall of wickets: 1-15 (Quinton de Kock, 2.1 ov), 2-15 (Ayush Badoni, 2.2 ov), 3-29 (KL Rahul, 5.3 ov), 4-94 (Krunal Pandya, 13.1 ov), 5-116 (Deepak Hooda, 15.6 ov), 6-120 (Jason Holder, 16.4 ov), 7-120 (Dushmantha Chameera, 16.6 ov), 8-151 (Marcus Stoinis, 19.2 ov)","Fall of wickets: 1-15 (Quinton de Kock, 2.1 ov), 2-15 (Ayush Badoni, 2.2 ov), 3-29 (KL Rahul, 5.3 ov), 4-94 (Krunal Pandya, 13.1 ov), 5-116 (Deepak Hooda, 15.6 ov), 6-120 (Jason Holder, 16.4 ov), 7-120 (Dushmantha Chameera, 16.6 ov), 8-151 (Marcus Stoinis, 19.2 ov)","Fall of wickets: 1-15 (Quinton de Kock, 2.1 ov), 2-15 (Ayush Badoni, 2.2 ov), 3-29 (KL Rahul, 5.3 ov), 4-94 (Krunal Pandya, 13.1 ov), 5-116 (Deepak Hooda, 15.6 ov), 6-120 (Jason Holder, 16.4 ov), 7-120 (Dushmantha Chameera, 16.6 ov), 8-151 (Marcus Stoinis, 19.2 ov)","Fall of wickets: 1-15 (Quinton de Kock, 2.1 ov), 2-15 (Ayush Badoni, 2.2 ov), 3-29 (KL Rahul, 5.3 ov), 4-94 (Krunal Pandya, 13.1 ov), 5-116 (Deepak Hooda, 15.6 ov), 6-120 (Jason Holder, 16.4 ov), 7-120 (Dushmantha Chameera, 16.6 ov), 8-151 (Marcus Stoinis, 19.2 ov)","Fall of wickets: 1-15 (Quinton de Kock, 2.1 ov), 2-15 (Ayush Badoni, 2.2 ov), 3-29 (KL Rahul, 5.3 ov), 4-94 (Krunal Pandya, 13.1 ov), 5-116 (Deepak Hooda, 15.6 ov), 6-120 (Jason Holder, 16.4 ov), 7-120 (Dushmantha Chameera, 16.6 ov), 8-151 (Marcus Stoinis, 19.2 ov)",
0,David Warner,c Chahar b Livingstone,0,1,2,0,0,0.00,,
1,,,,,,,,,,
2,Sarfaraz Khan,c Chahar b Arshdeep Singh,32,16,24,5,1,200.00,,
3,,,,,,,,,,
4,Mitchell Marsh,c R Dhawan b Rabada,63,48,86,4,3,131.25,,
5,,,,,,,,,,
6,Lalit Yadav,c Rajapaksa b Arshdeep Singh,24,21,31,1,1,114.28,,
7,,,,,,,,,,
8,Rishabh Pant (c)†,st †Sharma b Livingstone,7,3,7,0,1,233.33,,
9,,,,,,,,,,
10,Rovman Powell,c S Dhawan b Livingstone,2,6,7,0,0,33.33,,
11,,,,,,,,,,
12,Axar Patel,not out,17,20,32,2,0,85.00,,
13,Shardul Thakur,c Harpreet Brar b Arshdeep Singh,3,4,8,0,0,75.00,,
14,,,,,,,,,,
15,Kuldeep Yadav,not out,2,2,4,0,0,100.00,,
16,Extras,"(lb 6, nb 1, w 2)",9,,,,,,,
17,TOTAL,20 Ov (RR: 7.95),159/7,,,,,,,
18,"Did not bat: Anrich Nortje, Khaleel Ahmed","Did not bat: Anrich Nortje, Khaleel Ahmed","Did not bat: Anrich Nortje, Khaleel Ahmed","Did not bat: Anrich Nortje, Khaleel Ahmed","Did not bat: Anrich Nortje, Khaleel Ahmed","Did not bat: Anrich Nortje, Khaleel Ahmed","Did not bat: Anrich Nortje, Khaleel Ahmed","Did not bat: Anrich Nortje, Khaleel Ahmed","Did not bat: Anrich Nortje, Khaleel Ahmed",
19,"Fall of wickets: 1-0 (David Warner, 0.1 ov), 2-51 (Sarfaraz Khan, 4.5 ov), 3-98 (Lalit Yadav, 10.6 ov), 4-107 (Rishabh Pant, 11.6 ov), 5-112 (Rovman Powell, 13.3 ov), 6-149 (Mitchell Marsh, 18.2 ov), 7-154 (Shardul Thakur, 19.3 ov)","Fall of wickets: 1-0 (David Warner, 0.1 ov), 2-51 (Sarfaraz Khan, 4.5 ov), 3-98 (Lalit Yadav, 10.6 ov), 4-107 (Rishabh Pant, 11.6 ov), 5-112 (Rovman Powell, 13.3 ov), 6-149 (Mitchell Marsh, 18.2 ov), 7-154 (Shardul Thakur, 19.3 ov)","Fall of wickets: 1-0 (David Warner, 0.1 ov), 2-51 (Sarfaraz Khan, 4.5 ov), 3-98 (Lalit Yadav, 10.6 ov), 4-107 (Rishabh Pant, 11.6 ov), 5-112 (Rovman Powell, 13.3 ov), 6-149 (Mitchell Marsh, 18.2 ov), 7-154 (Shardul Thakur, 19.3 ov)","Fall of wickets: 1-0 (David Warner, 0.1 ov), 2-51 (Sarfaraz Khan, 4.5 ov), 3-98 (Lalit Yadav, 10.6 ov), 4-107 (Rishabh Pant, 11.6 ov), 5-112 (Rovman Powell, 13.3 ov), 6-149 (Mitchell Marsh, 18.2 ov), 7-154 (Shardul Thakur, 19.3 ov)","Fall of wickets: 1-0 (David Warner, 0.1 ov), 2-51 (Sarfaraz Khan, 4.5 ov), 3-98 (Lalit Yadav, 10.6 ov), 4-107 (Rishabh Pant, 11.6 ov), 5-112 (Rovman Powell, 13.3 ov), 6-149 (Mitchell Marsh, 18.2 ov), 7-154 (Shardul Thakur, 19.3 ov)","Fall of wickets: 1-0 (David Warner, 0.1 ov), 2-51 (Sarfaraz Khan, 4.5 ov), 3-98 (Lalit Yadav, 10.6 ov), 4-107 (Rishabh Pant, 11.6 ov), 5-112 (Rovman Powell, 13.3 ov), 6-149 (Mitchell Marsh, 18.2 ov), 7-154 (Shardul Thakur, 19.3 ov)","Fall of wickets: 1-0 (David Warner, 0.1 ov), 2-51 (Sarfaraz Khan, 4.5 ov), 3-98 (Lalit Yadav, 10.6 ov), 4-107 (Rishabh Pant, 11.6 ov), 5-112 (Rovman Powell, 13.3 ov), 6-149 (Mitchell Marsh, 18.2 ov), 7-154 (Shardul Thakur, 19.3 ov)","Fall of wickets: 1-0 (David Warner, 0.1 ov), 2-51 (Sarfaraz Khan, 4.5 ov), 3-98 (Lalit Yadav, 10.6 ov), 4-107 (Rishabh Pant, 11.6 ov), 5-112 (Rovman Powell, 13.3 ov), 6-149 (Mitchell Marsh, 18.2 ov), 7-154 (Shardul Thakur, 19.3 ov)","Fall of wickets: 1-0 (David Warner, 0.1 ov), 2-51 (Sarfaraz Khan, 4.5 ov), 3-98 (Lalit Yadav, 10.6 ov), 4-107 (Rishabh Pant, 11.6 ov), 5-112 (Rovman Powell, 13.3 ov), 6-149 (Mitchell Marsh, 18.2 ov), 7-154 (Shardul Thakur, 19.3 ov)",
0,Jonny Bairstow,c Patel b Nortje,28,15,20,4,1,186.66,,
1,,,,,,,,,,
2,Shikhar Dhawan,c †Pant b Thakur,19,16,38,3,0,118.75,,
3,,,,,,,,,,
4,Bhanuka Rajapaksa,c Nortje b Thakur,4,5,14,1,0,80.00,,
5,,,,,,,,,,
6,Liam Livingstone,st †Pant b Kuldeep Yadav,3,5,14,0,0,60.00,,
7,,,,,,,,,,
8,Mayank Agarwal (c),b Patel,0,2,3,0,0,0.00,,
9,,,,,,,,,,
10,Jitesh Sharma †,c Warner b Thakur,44,34,56,3,2,129.41,,
11,,,,,,,,,,
12,Harpreet Brar,b Kuldeep Yadav,1,2,6,0,0,50.00,,
13,,,,,,,,,,
14,Rishi Dhawan,b Patel,4,13,14,0,0,30.76,,
15,,,,,,,,,,
16,Rahul Chahar,not out,25,24,45,2,1,104.16,,
17,Kagiso Rabada,c Powell b Thakur,6,2,4,0,1,300.00,,
18,,,,,,,,,,
19,Arshdeep Singh,not out,2,3,11,0,0,66.66,,
20,Extras,"(nb 1, w 5)",6,,,,,,,
21,TOTAL,20 Ov (RR: 7.10),142/9,,,,,,,
